klucz,age,height_cm,weight_kg,value_eur,overall
00002914,28,180,76,3400000,73
00006913,26,170,68,1100000,68
00012600,28,185,77,350000,63
00005934,35,186,86,325000,69
00015587,20,186,75,300000,59
00001604,23,179,69,9000000,75
00006059,31,180,82,775000,69
00006789,27,185,80,975000,68
00013882,28,167,63,300000,62
00005110,31,186,81,1300000,70
00014187,23,173,66,400000,61
00008299,34,170,73,275000,67
00011329,24,183,76,600000,64
00012794,31,181,81,325000,63
00004209,34,170,69,900000,71
00007974,33,183,78,350000,67
00003982,26,183,88,2200000,71
00014584,28,175,75,250000,61
00007197,29,181,75,750000,68
00006051,29,173,65,1000000,69
00002948,31,192,80,3000000,73
00001388,30,182,70,6000000,76
00008835,24,175,70,775000,66
00012797,28,187,81,375000,63
00005191,33,178,67,1100000,70
00004881,27,184,83,1900000,70
00000355,29,185,76,15000000,81
00000792,34,176,76,3600000,78
00009037,27,190,80,525000,66
00005808,25,175,66,1200000,69
00014680,32,188,70,160000,61
00000288,23,183,74,23500000,81
00000437,32,185,85,11000000,80
00012834,30,180,72,300000,63
00000073,26,176,78,48500000,85
00006107,28,183,76,900000,69
00010359,34,185,72,275000,65
00011484,26,182,80,525000,64
00007718,25,187,73,875000,67
00004297,29,182,80,2400000,71
00009423,27,192,88,675000,66
00000279,20,170,67,25000000,81
00004664,23,197,78,2300000,70
00011965,19,183,69,725000,63
00000608,33,167,68,6000000,79
00003509,29,170,62,3000000,72
00003335,26,175,70,3800000,72
00003368,27,194,90,3100000,72
00018228,22,172,65,90000,53
00013920,18,175,75,525000,61
00003799,32,188,85,2500000,72
00007002,32,185,79,725000,68
00005040,29,184,73,1700000,70
00007790,25,182,77,950000,67
00001956,33,191,86,3600000,75
00005447,20,180,75,1800000,69
00000315,28,194,94,15000000,81
00011833,27,176,72,400000,64
00000348,28,182,87,15000000,81
00016597,27,180,78,130000,58
00009512,28,180,77,550000,66
00004233,31,183,75,2100000,71
00000210,31,190,80,16500000,83
00003262,26,188,79,3900000,72
00004922,25,179,75,2100000,70
00006761,26,188,80,1100000,68
00014819,21,184,78,425000,60
00004073,27,186,85,2000000,71
00000900,21,168,65,16000000,77
00001204,23,181,75,10500000,76
00010123,26,188,75,675000,65
00010174,28,189,93,550000,65
00001784,29,184,69,6500000,75
00014299,24,193,84,325000,61
00009412,32,184,74,475000,66
00009770,22,173,67,850000,65
00001740,25,178,70,8000000,75
00011479,29,189,83,425000,64
00012927,27,183,81,375000,63
00004203,33,181,84,1500000,71
00009760,22,193,88,750000,65
00013784,29,174,70,300000,62
00002380,32,198,97,3400000,74
00008545,22,176,75,1000000,66
00002837,30,171,65,3800000,73
00009243,29,184,78,525000,66
00005358,28,184,72,1800000,70
00015153,24,184,64,275000,60
00002360,28,180,71,5500000,74
00009513,27,175,70,675000,66
00001824,32,194,85,5000000,75
00007045,29,185,81,750000,68
00005974,37,181,85,210000,69
00014404,26,185,75,275000,61
00003664,28,178,71,3100000,72
00004619,22,186,75,2400000,70
00006054,32,176,70,825000,69
00007166,27,180,73,925000,68
00004500,28,168,69,2400000,71
00004997,32,184,83,1100000,70
00004094,27,187,79,2000000,71
00004788,27,193,90,1900000,70
00006044,33,182,82,625000,69
00010190,26,182,70,575000,65
00012036,21,175,75,650000,63
00008450,19,178,70,1300000,66
00002131,24,192,81,7000000,74
00011990,20,186,79,700000,63
00013593,24,183,77,375000,62
00001921,28,181,75,7000000,75
00007301,37,179,73,90000,68
00005762,26,182,70,1300000,69
00011733,38,181,77,80000,64
00011740,28,174,65,450000,64
00012680,34,170,64,190000,63
00009266,30,183,80,600000,66
00009095,26,189,80,775000,66
00006628,25,187,80,875000,68
00004523,20,178,70,3400000,70
00014276,24,180,70,325000,61
00000237,26,191,86,23000000,82
00007003,28,185,78,925000,68
00011123,23,178,70,575000,64
00000394,23,186,84,20000000,80
00001420,31,187,76,6000000,76
00005149,29,187,83,1300000,70
00008981,26,183,72,700000,66
00001052,32,177,70,7000000,77
00015377,33,183,81,130000,60
00000901,18,181,70,14500000,77
00002167,26,193,87,7000000,74
00011364,25,186,77,575000,64
00002150,24,178,70,6500000,74
00008790,21,184,74,900000,66
00014491,26,178,70,275000,61
00010759,19,185,75,900000,64
00008725,22,195,90,925000,66
00012761,31,188,80,325000,63
00001083,31,196,92,5500000,77
00004902,27,179,76,1800000,70
00015986,29,191,89,130000,59
00000268,28,188,87,19000000,82
00000325,32,183,73,13500000,81
00002739,27,181,76,4000000,73
00008744,24,182,70,875000,66
00009048,27,167,74,650000,66
00003303,24,177,68,3900000,72
00015432,31,165,55,180000,60
00001377,36,180,72,1600000,76
00005898,28,180,77,1000000,69
00014598,32,167,59,160000,61
00002199,29,187,83,4700000,74
00003320,27,193,82,3300000,72
00003646,30,193,84,2500000,72
00013253,23,186,77,425000,62
00010591,28,177,77,475000,65
00010003,22,180,75,725000,65
00008226,31,183,81,575000,67
00009006,26,187,82,700000,66
00004481,34,184,78,1000000,71
00007522,23,189,89,875000,67
00000414,27,186,82,15500000,80
00015304,25,183,74,250000,60
00007856,26,183,70,825000,67
00010301,27,180,75,525000,65
00012811,30,181,78,350000,63
00013833,29,174,75,250000,62
00006599,23,188,78,1200000,68
00006516,22,177,71,1200000,68
00011553,33,188,83,210000,64
00000056,31,191,94,33000000,86
00000081,27,181,75,45000000,85
00000903,18,183,75,14000000,77
00006855,27,186,81,900000,68
00002129,24,177,80,7000000,74
00010037,26,190,82,500000,65
00011630,34,179,74,170000,64
00006858,27,184,80,1000000,68
00002350,32,182,78,4300000,74
00012826,27,170,65,375000,63
00010351,34,185,81,200000,65
00003194,24,180,68,4200000,72
00003412,26,194,82,3300000,72
00008352,27,184,77,800000,67
00003513,28,171,64,2700000,72
00007234,29,178,74,750000,68
00012696,32,183,78,275000,63
00003733,29,187,83,2600000,72
00010433,30,191,87,450000,65
00014316,24,184,82,325000,61
00012230,22,175,69,525000,63
00009844,23,193,80,750000,65
00011385,27,187,81,500000,64
00006173,31,180,70,950000,69
00006351,19,175,65,1800000,68
00003974,25,186,77,3100000,71
00000772,27,191,82,10500000,78
00002147,25,186,87,6500000,74
00007150,33,171,68,400000,68
00010133,26,181,68,600000,65
00012339,24,188,82,450000,63
00005120,28,182,84,1500000,70
00002875,30,183,82,3700000,73
00007415,21,186,77,1100000,67
00005170,29,186,81,1500000,70
00009206,34,182,80,275000,66
00006728,26,179,77,1100000,68
00004682,22,168,62,2400000,70
00013639,26,188,81,300000,62
00005876,29,187,91,850000,69
00009849,23,184,76,675000,65
00004400,27,183,78,2500000,71
00007170,26,181,78,950000,68
00012769,31,174,70,325000,63
00010761,20,192,83,850000,64
00009215,31,196,80,575000,66
00011336,26,185,77,525000,64
00000331,32,180,76,14000000,81
00008172,29,178,72,750000,67
00001525,20,185,78,10000000,75
00012619,28,187,76,375000,63
00012449,24,181,76,450000,63
00014689,29,179,70,250000,61
00008451,20,190,88,1300000,66
00005598,24,171,66,1400000,69
00010540,29,182,69,475000,65
00005024,31,193,78,1100000,70
00001372,32,178,71,4800000,76
00000316,26,174,67,21000000,81
00005162,30,184,80,1700000,70
00012648,28,192,83,350000,63
00005267,32,183,81,1200000,70
00007449,22,188,75,1100000,67
00011568,32,177,72,350000,64
00004293,31,180,71,1700000,71
00011279,24,177,69,525000,64
00002347,28,178,68,5500000,74
00011208,23,188,82,550000,64
00009368,30,188,85,625000,66
00002750,34,176,74,2000000,73
00011053,23,192,83,500000,64
00010362,31,185,78,400000,65
00001322,26,182,84,9000000,76
00007311,28,169,67,900000,68
00000707,22,180,70,13000000,78
00005789,27,185,77,1100000,69
00012134,20,175,67,550000,63
00009173,32,177,79,400000,66
00009992,24,183,87,650000,65
00011639,29,183,76,425000,64
00004075,27,176,76,2500000,71
00005010,33,189,78,800000,70
00006944,32,182,78,575000,68
00007778,25,182,77,950000,67
00012466,24,174,63,475000,63
00011251,24,180,70,600000,64
00000220,24,191,91,21500000,82
00009369,28,176,68,650000,66
00008165,30,176,69,725000,67
00009377,34,184,77,275000,66
00003451,31,180,77,2700000,72
00012453,25,191,82,475000,63
00004226,32,183,80,1400000,71
00003959,24,183,66,3200000,71
00007149,35,184,78,275000,68
00000672,29,186,83,12500000,79
00004750,25,188,80,2400000,70
00009129,36,188,83,130000,66
00009840,24,191,89,575000,65
00001832,31,170,64,6000000,75
00007724,26,190,80,725000,67
00017298,19,178,68,150000,56
00012532,24,185,78,425000,63
00009379,29,193,88,550000,66
00002547,24,181,76,5000000,73
00005025,34,189,84,650000,70
00011285,23,185,73,600000,64
00017053,30,185,86,80000,57
00009749,21,180,84,775000,65
00015368,39,188,79,20000,60
00004586,22,174,67,2700000,70
00008156,28,181,77,775000,67
00011401,25,180,74,500000,64
00003831,22,170,63,3700000,71
00012772,27,173,72,375000,63
00011203,20,184,76,575000,64
00006719,24,179,74,1000000,68
00001753,27,181,80,7500000,75
00004852,28,189,85,1500000,70
00012903,35,182,80,110000,63
00007259,31,175,69,650000,68
00006596,23,186,80,1100000,68
00011566,34,178,78,170000,64
00009436,29,182,73,625000,66
00016507,24,185,75,160000,58
00001845,33,158,56,4000000,75
00004433,33,183,79,1100000,71
00011389,25,172,65,575000,64
00002411,32,176,71,3500000,74
00004261,32,185,76,1500000,71
00000370,21,178,70,21000000,80
00009644,22,182,77,850000,65
00001635,26,192,92,6500000,75
00012939,28,173,65,325000,63
00005612,24,188,83,1300000,69
00002613,24,183,75,4700000,73
00015936,26,176,75,180000,59
00011109,23,187,77,575000,64
00005750,27,189,80,1100000,69
00007831,25,185,70,950000,67
00016392,22,191,88,180000,58
00005882,28,177,73,1000000,69
00016222,21,173,66,250000,58
00017094,29,175,70,100000,57
00002721,29,181,83,3800000,73
00000017,34,193,92,29000000,89
00001495,29,190,93,6500000,76
00001648,24,190,86,8000000,75
00010012,24,178,71,650000,65
00002359,35,180,76,2500000,74
00001781,33,177,76,3900000,75
00014653,31,193,88,190000,61
00005629,23,180,87,1500000,69
00005144,29,184,80,1500000,70
00017340,21,188,89,140000,56
00010087,27,186,80,575000,65
00009477,29,185,78,650000,66
00015937,25,188,80,210000,59
00009337,29,181,79,625000,66
00011236,24,183,73,600000,64
00007361,21,179,78,1400000,67
00002166,24,177,62,7500000,74
00007341,18,180,68,1600000,67
00000918,22,184,78,11500000,77
00004497,28,181,80,2000000,71
00014779,21,177,73,450000,60
00004238,32,178,81,1500000,71
00009236,32,180,68,400000,66
00002211,26,193,85,7000000,74
00001478,27,179,69,8000000,76
00008972,25,162,64,800000,66
00010564,31,177,76,475000,65
00012597,29,180,73,300000,63
00002885,29,188,74,3400000,73
00004572,22,191,82,2300000,70
00008250,27,183,75,800000,67
00014086,22,175,66,425000,61
00016559,25,175,69,140000,58
00005124,33,180,80,875000,70
00008856,24,172,67,850000,66
00012673,34,180,72,140000,63
00004241,32,181,78,1500000,71
00006733,26,190,78,1000000,68
00006361,20,176,71,2000000,68
00009727,22,174,64,750000,65
00008674,24,178,77,900000,66
00001450,30,170,63,7000000,76
00005151,29,182,76,1800000,70
00009106,28,185,80,625000,66
00000229,27,188,77,18500000,82
00005847,29,186,78,1000000,69
00001862,29,183,75,6500000,75
00003682,35,175,79,875000,72
00003978,27,184,80,2200000,71
00014218,22,185,79,350000,61
00004166,36,187,83,850000,71
00016898,21,166,65,170000,57
00010456,30,176,73,500000,65
00000085,30,178,72,35500000,85
00015739,22,188,80,230000,59
00001417,28,181,78,6500000,76
00011767,30,198,95,300000,64
00000358,26,171,67,19000000,81
00007232,27,183,77,800000,68
00016543,23,185,80,170000,58
00008183,29,178,78,650000,67
00002950,27,180,75,3600000,73
00009043,26,181,77,750000,66
00017130,19,184,74,190000,56
00006451,23,187,81,1100000,68
00002417,28,187,79,5000000,74
00005206,29,174,64,1800000,70
00007140,35,195,91,240000,68
00010046,25,176,74,625000,65
00015170,20,171,68,275000,60
00001931,30,187,78,6500000,75
00011847,28,175,68,450000,64
00007094,30,178,67,850000,68
00005570,22,186,79,1500000,69
00000066,22,186,70,53000000,85
00000522,24,177,73,17500000,79
00006887,26,178,76,1100000,68
00013514,22,184,80,375000,62
00015253,25,188,85,250000,60
00011314,25,193,83,525000,64
00000091,31,180,71,34000000,85
00012691,33,180,68,170000,63
00005807,26,176,68,1200000,69
00003587,31,186,83,2000000,72
00006234,31,179,60,950000,69
00008290,32,193,88,500000,67
00006554,24,183,73,1100000,68
00001728,26,178,72,7500000,75
00008878,25,173,72,825000,66
00004894,27,180,74,2000000,70
00008218,31,179,69,650000,67
00005530,23,188,84,1400000,69
00002089,23,196,86,6000000,74
00002258,39,173,74,1500000,74
00003384,25,170,68,3700000,72
00011369,24,173,65,575000,64
00001654,24,180,73,8500000,75
00000718,24,186,78,14000000,78
00005103,28,168,64,1800000,70
00003945,24,178,73,2800000,71
00010464,28,181,81,525000,65
00008113,34,182,74,400000,67
00010849,19,191,81,775000,64
00010145,25,192,90,600000,65
00003102,19,180,68,4800000,72
00016076,28,188,83,140000,59
00017400,24,178,70,110000,56
00000413,28,184,82,13000000,80
00013772,27,175,65,325000,62
00002321,30,173,75,4400000,74
00006297,29,179,73,1000000,69
00015269,26,176,74,240000,60
00007880,28,187,75,775000,67
00000163,26,178,76,31000000,83
00006022,31,186,80,750000,69
00008212,29,170,64,750000,67
00008292,30,169,66,725000,67
00012164,21,165,61,575000,63
00000012,28,175,71,78000000,90
00005537,22,172,71,1600000,69
00009391,34,178,82,240000,66
00002336,30,198,85,3800000,74
00005802,29,191,80,875000,69
00017207,21,191,83,200000,56
00008960,24,170,62,825000,66
00000555,25,180,73,15500000,79
00011654,29,174,73,450000,64
00001584,22,172,68,8500000,75
00005623,23,180,74,1400000,69
00014139,22,192,73,325000,61
00005068,32,169,65,1400000,70
00007864,26,177,70,800000,67
00004404,34,180,75,1200000,71
00001370,30,185,75,6500000,76
00006016,30,171,67,1000000,69
00007809,24,183,75,975000,67
00004026,27,188,85,2100000,71
00009014,27,194,89,675000,66
00007540,25,186,80,975000,67
00007602,24,179,77,950000,67
00006643,25,188,83,875000,68
00010560,29,182,71,450000,65
00010069,26,186,76,625000,65
00000923,23,185,80,11500000,77
00005200,28,187,81,1800000,70
00003086,21,177,67,5500000,72
00002898,37,186,80,400000,73
00001087,29,191,80,6500000,77
00000973,24,168,69,11500000,77
00009451,28,177,76,650000,66
00004227,34,190,86,1200000,71
00013998,20,172,64,550000,61
00000072,25,188,80,44500000,85
00000795,35,191,81,3100000,78
00008096,28,194,86,800000,67
00016210,19,176,70,250000,58
00018254,23,180,76,90000,53
00004090,26,185,75,2600000,71
00009257,32,178,74,400000,66
00007038,30,187,86,725000,68
00006641,25,184,81,1100000,68
00012705,30,195,89,250000,63
00010894,21,173,66,800000,64
00004853,25,188,80,2000000,70
00002940,29,180,72,3900000,73
00005943,33,180,75,650000,69
00000815,32,183,75,8500000,78
00012922,27,170,69,375000,63
00006200,29,181,75,875000,69
00011670,29,177,76,450000,64
00002786,33,179,73,1800000,73
00008580,22,165,68,1000000,66
00013334,22,182,78,450000,62
00010277,27,173,60,625000,65
00006248,30,193,84,850000,69
00002652,25,180,74,5000000,73
00017515,18,180,70,170000,55
00001172,27,187,82,9500000,77
00001235,24,183,70,9000000,76
00006387,21,177,70,1600000,68
00008321,30,176,72,725000,67
00010687,31,191,90,475000,65
00008162,28,191,87,800000,67
00006840,28,191,73,875000,68
00001839,32,178,68,4400000,75
00014418,25,190,82,300000,61
00000008,28,187,85,69500000,90
00001228,23,184,73,10500000,76
00006506,22,190,82,1200000,68
00004142,27,185,79,2800000,71
00008197,28,178,75,650000,67
00012564,25,175,67,475000,63
00005594,24,189,79,1400000,69
00000377,22,192,87,20500000,80
00009736,21,172,68,750000,65
00006584,23,178,75,1100000,68
00013900,18,181,75,525000,61
00007796,26,179,74,850000,67
00008561,24,180,70,900000,66
00006841,28,191,87,875000,68
00008473,21,191,82,1000000,66
00004062,26,174,69,2900000,71
00003146,21,173,65,4600000,72
00011272,23,181,71,525000,64
00005718,25,178,70,1400000,69
00002194,26,191,88,5000000,74
00005556,24,178,68,1300000,69
00016182,19,182,75,275000,58
00008932,25,188,86,825000,66
00002641,24,180,65,4600000,73
00000872,29,182,71,10000000,78
00001438,28,185,72,8000000,76
00000609,35,167,58,5500000,79
00003845,21,168,66,3500000,71
00002569,24,186,83,4900000,73
00008316,29,175,72,625000,67
00011648,32,174,74,350000,64
00002094,20,170,62,8000000,74
00002648,27,190,83,4300000,73
00006040,31,186,82,775000,69
00010958,19,175,70,625000,64
00005842,30,188,84,825000,69
00008781,21,178,77,800000,66
00002631,24,188,85,4700000,73
00006589,24,173,69,1100000,68
00000051,27,165,60,50000000,86
00003505,29,171,72,3000000,72
00005906,27,179,74,1200000,69
00002895,28,172,71,4000000,73
00007030,29,178,65,875000,68
00007657,23,174,60,1000000,67
00013308,23,180,77,400000,62
00009397,30,177,72,525000,66
00007386,21,183,71,1300000,67
00010559,29,180,73,450000,65
00007029,31,188,85,675000,68
00004000,24,173,70,2700000,71
00002073,22,188,82,7500000,74
00013258,23,190,80,375000,62
00008153,34,184,70,375000,67
00005775,26,178,72,1100000,69
00005064,34,186,84,925000,70
00012120,21,174,67,550000,63
00002865,31,189,79,3000000,73
00007088,32,191,77,575000,68
00001605,25,177,63,9000000,75
00002674,26,179,76,5000000,73
00001194,22,171,65,11000000,76
00005920,29,190,90,850000,69
00010507,29,181,79,475000,65
00005656,24,187,79,1100000,69
00008993,27,182,78,675000,66
00002871,28,177,76,3400000,73
00006986,31,170,63,650000,68
00006332,30,172,77,1000000,69
00016118,19,186,77,275000,58
00013097,21,188,83,500000,62
00016051,30,181,77,140000,59
00004475,20,175,70,2600000,71
00009181,33,181,80,350000,66
00015202,23,180,74,275000,60
00010700,28,175,68,475000,65
00000823,31,191,84,7500000,78
00000491,24,177,75,14000000,80
00010581,29,188,79,525000,65
00001655,24,176,69,8500000,75
00004199,35,186,81,650000,71
00001276,26,178,76,8500000,76
00007010,33,193,81,575000,68
00007478,22,169,65,1200000,67
00001814,34,182,74,3200000,75
00003073,22,169,65,5500000,72
00010886,21,183,70,750000,64
00008900,26,184,78,725000,66
00002912,33,190,86,2200000,73
00004654,24,184,73,2500000,70
00008167,30,186,74,525000,67
00006055,30,180,71,1000000,69
00000948,23,184,74,11000000,77
00013731,30,184,79,250000,62
00006034,33,184,71,500000,69
00003309,26,196,90,3900000,72
00001376,33,191,85,3600000,76
00010054,26,193,91,625000,65
00000876,32,176,68,6500000,78
00002280,33,188,82,3000000,74
00007241,30,187,80,725000,68
00003457,33,184,79,1700000,72
00000335,29,188,85,14500000,81
00003069,20,168,57,6000000,72
00002413,27,167,66,6000000,74
00005889,29,190,84,1000000,69
00003027,20,182,73,4000000,73
00000256,29,187,80,18500000,82
00000470,29,182,74,12000000,80
00000654,29,170,67,10500000,79
00002286,33,188,80,2700000,74
00003047,28,180,75,3400000,73
00003904,23,173,68,3000000,71
00003030,24,169,66,4400000,73
00000332,32,174,76,14000000,81
00000069,26,183,75,44000000,85
00009740,21,180,78,750000,65
00000671,31,185,79,11500000,79
00006900,25,167,69,1100000,68
00004511,28,192,86,1700000,71
00008327,36,189,85,130000,67
